Speaker	Task	Label	TokNum	T	R	AAAmeta
TP7	base	k	124	-0.4169	59.9903	Tongue k 5/26/2017 2:42:48 PM 124
TP7	base	k	124	-0.4566	58.4938	Tongue k 5/26/2017 2:42:48 PM 124
TP7	base	k	132	0.4963	59.8915	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	0.4566	59.9483	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	0.4169	60.1286	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	0.3772	60.2397	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	0.3375	61.0793	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	0.2978	61.7041	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	0.2581	62.0943	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	0.2184	62.9487	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	0.1787	64.4328	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	0.139	65.6083	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	0.0993	67.6505	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	0.0596	69.1149	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	0.0199	70.315	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	-0.0199	71.6288	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	-0.0596	71.693	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	-0.0993	71.5226	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	-0.139	71.1176	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	-0.1787	70.8904	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	-0.2184	70.604	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	-0.2581	69.0359	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	-0.2978	66.4849	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	-0.3375	63.8895	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	-0.3772	61.5633	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	-0.4169	59.2099	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	-0.4566	57.7283	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	132	-0.4963	56.0663	Tongue k 5/26/2017 2:43:33 PM 132
TP7	base	k	165	0.4566	57.2072	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	0.4169	58.1629	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	0.3772	59.6297	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	0.3375	60.8669	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	0.2978	61.8473	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	0.2581	62.2227	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	0.2184	63.1215	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	0.1787	64.0155	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	0.139	66.5195	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	0.0993	68.1839	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	0.0596	69.9891	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	0.0199	70.9448	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	-0.0199	71.6807	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	-0.0596	71.8362	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	-0.0993	71.7943	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	-0.139	71.8338	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	-0.1787	71.3868	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	-0.2184	70.8484	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	-0.2581	69.1593	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	-0.2978	67.0455	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	-0.3375	65.3638	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	-0.3772	63.3537	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	-0.4169	60.9188	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	k	165	-0.4566	58.8815	Tongue k 5/26/2017 2:47:16 PM 165
TP7	base	t	10	0.4566	65.0971	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	0.4169	64.9662	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	0.3772	64.9465	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	0.3375	64.7094	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	0.2978	64.5686	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	0.2581	63.7685	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	0.2184	61.914	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	0.1787	60.9756	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	0.139	60.7706	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	0.0993	60.5533	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	0.0596	60.299	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	0.0199	60.1928	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	-0.0199	60.257	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	-0.0596	60.5286	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	-0.0993	60.7114	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	-0.139	61.1608	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	-0.1787	61.3633	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	-0.2184	61.6448	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	-0.2581	61.7362	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	-0.2978	61.6572	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	-0.3375	61.4399	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	10	-0.3772	60.9139	Tongue t 5/26/2017 2:29:26 PM 10
TP7	base	t	29	0.3772	60.462	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	0.3375	60.3484	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	0.2978	60.2051	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	0.2581	60.1681	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	0.2184	60.6496	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	0.1787	60.2767	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	0.139	59.9952	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	0.0993	60.4076	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	0.0596	60.178	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	0.0199	60.0471	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.0199	60.0125	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.0596	59.4223	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.0993	59.7211	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.139	59.5557	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.1787	60.6175	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.2184	61.2917	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.2581	60.7731	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.2978	60.6546	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.3375	60.4224	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.3772	59.7261	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.4169	57.9728	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.4566	56.0713	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.4963	54.3822	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.536	53.1228	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	29	-0.5757	52.0955	Tongue t 5/26/2017 2:32:18 PM 29
TP7	base	t	55	0.4566	64.0155	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	0.4169	63.4253	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	0.3772	62.9586	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	0.3375	62.5289	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	0.2978	62.3881	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	0.2581	62.0128	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	0.2184	61.7164	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	0.1787	61.3337	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	0.139	61.0917	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	0.0993	61.1312	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	0.0596	60.8941	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	0.0199	60.0471	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	-0.0199	60.0273	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	-0.0596	60.0347	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	-0.0993	60.299	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	-0.139	60.6398	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	-0.1787	60.7163	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	-0.2184	60.7509	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	-0.2581	60.8052	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	-0.2978	60.6151	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	-0.3375	60.0619	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	-0.3772	58.9655	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	-0.4169	57.0097	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	-0.4566	55.6786	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	55	-0.4963	53.75	Tongue t 5/26/2017 2:36:05 PM 55
TP7	base	t	94	0.4963	62.5585	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	0.4566	62.5462	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	0.4169	62.1066	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	0.3772	61.7634	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	0.3375	61.5189	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	0.2978	61.3732	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	0.2581	61.6572	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	0.2184	60.9731	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	0.1787	60.8719	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	0.139	60.7854	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	0.0993	60.457	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	0.0596	60.2199	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	0.0199	60.0668	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.0199	60.3879	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.0596	60.6398	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.0993	60.7904	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.139	61.0843	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.1787	61.1732	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.2184	61.0349	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.2581	60.6225	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.2978	59.9113	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.3375	58.2888	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.3772	57.2467	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.4169	55.812	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.4566	54.0883	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.4963	51.9177	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.536	50.3718	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.5757	50.2656	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.6154	50.3693	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	94	-0.6551	50.6385	Tongue t 5/26/2017 2:39:51 PM 94
TP7	base	t	116	0.4169	65.2675	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	0.3772	65.27	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	0.3375	65.1119	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	0.2978	65.507	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	0.2581	64.334	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	0.2184	61.8942	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	0.1787	60.6793	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	0.139	60.3953	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	0.0993	60.457	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	0.0596	59.8545	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	0.0199	59.7236	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.0199	59.6915	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.0596	60.1706	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.0993	60.9287	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.139	61.1756	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.1787	61.351	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.2184	61.6843	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.2581	61.5337	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.2978	61.4547	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.3375	61.2225	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.3772	60.2101	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.4169	58.5061	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.4566	57.2443	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.4963	55.2588	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.536	53.6809	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	116	-0.5757	51.7399	Tongue t 5/26/2017 2:42:01 PM 116
TP7	base	t	129	0.536	62.2498	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	0.4963	63.0796	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	0.4566	63.3068	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	0.4169	63.1759	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	0.3772	62.8376	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	0.3375	62.5956	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	0.2978	62.0226	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	0.2581	61.3287	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	0.2184	60.7212	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	0.1787	59.8026	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	0.139	60.6916	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	0.0993	60.4471	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	0.0596	59.9829	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	0.0199	59.363	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.0199	59.6915	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.0596	60.0792	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.0993	60.2496	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.139	60.8373	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.1787	60.9978	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.2184	61.0497	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.2581	61.2275	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.2978	61.2028	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.3375	60.1162	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.3772	57.8493	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.4169	55.7132	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.4566	53.5006	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.4963	52.4066	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.536	51.3201	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.5757	51.0904	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	129	-0.6154	50.8039	Tongue t 5/26/2017 2:43:17 PM 129
TP7	base	t	162	0.4169	62.477	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	0.3772	62.8376	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	0.3375	62.9166	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	0.2978	62.7758	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	0.2581	61.8794	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	0.2184	61.7164	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	0.1787	61.2053	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	0.139	60.7854	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	0.0993	60.457	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	0.0596	60.5607	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	0.0199	60.7608	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	-0.0199	60.7138	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	-0.0596	60.7731	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	-0.0993	61.267	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	-0.139	61.5139	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	-0.1787	61.7164	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	-0.2184	61.6819	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	-0.2581	61.3337	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	-0.2978	60.783	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	-0.3375	59.8841	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	-0.3772	58.2839	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	-0.4169	57.0146	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	-0.4566	55.3872	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	162	-0.4963	54.6168	Tongue t 5/26/2017 2:46:59 PM 162
TP7	base	t	72	0.4566	62.5462	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	0.4169	62.4153	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	0.3772	62.077	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	0.3375	62.1585	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	0.2978	62.4523	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	0.2581	61.9856	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	0.2184	61.7164	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	0.1787	61.5411	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	0.139	61.4596	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	0.0993	61.472	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	0.0596	61.5806	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	0.0199	61.4423	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	-0.0199	61.3954	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	-0.0596	61.667	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	-0.0993	61.956	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	-0.139	62.1881	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	-0.1787	62.3857	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	-0.2184	62.2597	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	-0.2581	61.8523	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	-0.2978	61.0818	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	-0.3375	60.4792	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	-0.3772	59.5853	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	-0.4169	58.6568	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	-0.4566	57.8221	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	-0.4963	55.8095	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	base	t	72	-0.536	53.6636	1.593 Tongue: TP7-base 5/26/2017 2:37:43 PM 72
TP7	imit	k	6	0.4963	60.4323	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	0.4566	60.4052	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	0.4169	60.6521	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	0.3772	60.7682	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	0.3375	61.5337	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	0.2978	62.0794	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	0.2581	63.8624	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	0.2184	65.0131	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	0.1787	66.1935	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	0.139	67.8283	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	0.0993	69.4828	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	0.0596	70.0409	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	0.0199	70.9744	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	-0.0199	71.288	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	-0.0596	71.3522	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	-0.0993	71.1818	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	-0.139	71.4559	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	-0.1787	71.2139	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	-0.2184	70.2854	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	-0.2581	68.1889	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	-0.2978	65.8009	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	-0.3375	63.6278	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	-0.3772	62.6622	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	-0.4169	61.5979	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	6	-0.4566	60.1088	Tongue k 5/26/2017 2:51:19 PM 6
TP7	imit	k	25	0.4566	57.1331	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	0.4169	57.548	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	0.3772	58.4271	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	0.3375	59.2791	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	0.2978	60.0866	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	0.2581	60.7287	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	0.2184	62.0473	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	0.1787	63.2796	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	0.139	65.6601	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	0.0993	68.2531	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	0.0596	69.4557	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	0.0199	70.9991	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	-0.0199	71.9696	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	-0.0596	72.0338	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	-0.0993	72.2017	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	-0.139	71.8362	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	-0.1787	71.8881	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	-0.2184	70.9349	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	-0.2581	69.1396	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	-0.2978	67.206	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	-0.3375	63.9982	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	-0.3772	61.2299	Tongue k 5/26/2017 2:53:01 PM 25
TP7	imit	k	25	-0.4169	57.3554	Tongue k 5/26/2017 2:53:01 PM 25
